PRS_NAT;libelle;grand_poste;poste;sous_poste
9212;FORMATION LANGAGE ENSEIGNANT;Prévention & Dépistage;Classement par plage (à confirmer);À confirmer
1457;VISITE SPECIALISTE CD;Consultations Visites;Visites;Visites
3173;TELESOINS PREVENTION PODOLOGUE;Consultations Visites;Télémédecine;Télémédecine
9605;GESTION DU REPIT;Radios, Analyses et Auxiliaires Médicaux;Classement par plage (à confirmer);À confirmer
1045;EXAM PARENTAL GROSSESSE CO-PARENT;Consultations Visites;Classement par plage (à confirmer);À confirmer
1459;INDEMNITE FORFAITAIRE DEPLACEMENT CD;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Forfaits
4240;TRAIN EVACUATION SANITAIRE;Hospitalisation;Classement par plage (à confirmer);À confirmer
4335;Code 4335 (retiré avant 2023);HP;Codes retirés (classement par plage);À confirmer
4238;BATEAU EVACUATION SANITAIRE;Hospitalisation;Classement par plage (à confirmer);À confirmer
3217;ACTE DE DEPISTAGE DU CANCER COLORECTAL;Prévention & Dépistage;Examens & actions de prévention;Prévention
5131;Code 5131 (retiré avant 2023);Optique;Codes retirés (classement par plage);À confirmer
4336;Code 4336 (retiré avant 2023);HP;Codes retirés (classement par plage);À confirmer
1205;Code 1205 (retiré avant 2023);Consultations Visites;Codes retirés (classement par plage);À confirmer
3600;PRESERVATIFS GRATUITS;Pharmacie;Classement par plage (à confirmer);À confirmer
3431;Code 3431 (retiré avant 2023);Pharmacie;Codes retirés (classement par plage);À confirmer
3430;Code 3430 (retiré avant 2023);Pharmacie;Codes retirés (classement par plage);À confirmer
3425;PRESCRIPTION RENFORCEE INVALIDE;Pharmacie;Classement par plage (à confirmer);À confirmer
3428;Code 3428 (retiré avant 2023);Pharmacie;Codes retirés (classement par plage);À confirmer
4248;Code 4248 (retiré avant 2023);Hospitalisation;Codes retirés (classement par plage);À confirmer
4253;Code 4253 (retiré avant 2023);Hospitalisation;Codes retirés (classement par plage);À confirmer
4252;Code 4252 (retiré avant 2023);Hospitalisation;Codes retirés (classement par plage);À confirmer
